Date,profundidad_0.0,profundidad_-1.0,profundidad_-2.0,profundidad_-0.5,profundidad_-1.5,profundidad_-3.0,profundidad_-4.0,profundidad_-5.0
2016-08-02,7.33,7.24,7.47,,,,,
2016-08-04,5.58,4.8,5.2,,,,,
2016-08-09,5.84,5.68,5.94,,,,,
2016-08-25,8.48,9.05,9.37,,,,,
2016-08-30,10.93,11.57,11.92,,,,,
2016-09-06,6.71,6.61,7.29,,,,,
2016-09-08,4.29,4.3,4.69,,,,,
2016-09-22,7.93,12.25,13.67,10.86,12.53,,,
2016-09-29,12.06,11.71,12.04,,,13.16,,
2016-10-06,6.51,6.27,6.27,,,6.35,,
2016-10-14,8.76,9.18,9.3,,,9.11,11.45,
2016-10-21,5.99,6.11,6.23,,,6.51,8.32,
2016-10-28,7.6,7.7,7.6,,,8.18,11.33,
2016-11-03,9.85,10.01,10.24,,,10.97,11.13,
2016-11-11,5.98,6.43,6.55,,,6.63,6.61,
2016-11-18,6.08,6.2,6.41,,,6.65,7.13,
2016-11-22,4.72,5.11,5.37,,,5.89,6.36,
2016-12-02,4.6,4.66,4.14,,,4.1,4.39,
2016-12-13,4.54,4.55,4.74,,,4.6,,
2016-12-21,8.29,,,,,,,
2017-01-12,4.94,6.3,6.28,,,6.33,6.12,
2017-01-26,7.32,7.5,7.59,,,7.45,7.41,
2017-02-03,4.8,5.11,5.05,,,5.43,5.27,
2017-02-10,3.92,4.15,4.23,,,4.29,4.35,
2017-02-16,8.77,8.5,8.58,,,8.68,8.67,
2017-02-24,4.16,4.22,4.2,,,4.36,4.47,
2017-03-02,4.51,4.69,4.85,,,4.89,5.29,
2017-03-22,3.24,3.28,3.31,,,3.33,4.31,
2017-03-30,3.51,3.67,3.83,,,4.15,5.06,
2017-04-05,4.98,4.88,5.06,,,5.02,5.29,
2017-04-12,2.42,2.51,2.52,,,2.49,2.81,
2017-04-18,7.63,7.2,10.13,,,20.44,,
2017-04-25,2.89,2.88,2.67,,,2.28,2.44,
2017-05-04,1.46,1.54,1.58,,,1.58,2.73,
2017-05-10,1.66,1.7,2.1,,,2.47,2.33,
2017-05-19,1.96,2.54,2.69,,,2.51,2.55,
2017-05-24,5.3,6.42,6.19,,,6.69,6.43,
2017-06-02,1.95,2.39,2.37,,,2.54,2.72,
2017-06-06,1.61,1.84,1.88,,,3.73,4.74,
2017-06-13,4.34,4.29,4.37,,,4.57,4.93,
2017-06-21,2.94,3.16,3.21,,,3.47,3.8,
2017-06-30,2.03,1.74,1.78,,,1.82,1.96,
2017-07-05,5.05,5.61,5.81,,,5.76,5.55,
2017-07-12,1.78,1.78,1.8,,,1.91,2.46,
2017-07-19,3.4,4.24,4.14,,,4.19,4.28,
2017-07-26,3.85,2.96,3.95,,,3.79,3.65,
2017-08-08,2.6,2.88,2.96,,,3.08,3.07,
2017-08-16,8.92,9.2,9.23,,,9.08,10.44,
2017-08-23,0.09,8.11,8.26,,,8.6,9.13,
2017-08-30,8.05,7.91,7.92,,,7.78,7.7,
2017-09-06,8.14,7.06,7.32,,,7.23,7.83,
2017-09-11,2.97,3.07,3.17,,,3.19,3.23,
2017-09-20,2.45,2.35,2.74,,,3.73,19.54,
2017-09-27,21.1,21.39,23.08,,,24.5,25.86,
2017-10-04,8.14,7.98,8.03,,,8.04,7.99,
2017-10-11,4.01,3.94,3.92,,,3.97,4.15,
2017-10-17,4.31,4.41,4.5,,,4.48,4.4,
2017-10-25,5.64,5.47,5.54,,,5.5,5.72,
2017-11-03,2.95,2.83,2.8,,,2.9,3.01,
2017-11-08,3.55,3.81,3.89,,,3.99,3.93,
2017-11-15,4.34,4.43,4.36,,,4.12,4.39,
2017-11-22,4.74,4.64,4.71,,,4.71,4.72,
2017-11-28,3.33,3.57,3.92,,,4.37,6.21,
2017-12-05,3.91,3.73,3.69,,,3.82,3.92,
2017-12-13,3.82,3.87,4.21,,,4.4,4.38,
2017-12-18,3.07,3.11,3.31,,,3.31,3.46,
2017-12-26,3.38,3.51,3.49,,,3.52,4.53,
2018-01-02,3.37,3.73,3.77,,,3.81,3.87,
2018-01-09,2.52,2.65,2.65,,,2.74,2.85,
2018-01-17,0.44,2.16,2.6,,,2.61,2.78,
2018-01-24,1.86,1.85,2.31,,,1.93,2.03,
2018-01-31,3.18,3.35,3.27,,,3.47,3.35,
2018-02-12,4.21,4.43,4.55,,,4.45,4.61,
2018-02-20,2.04,2.1,2.1,,,2.3,2.66,
2018-02-27,1.81,1.8,1.79,,,1.87,1.91,
2018-03-07,3.03,2.94,2.95,,,2.99,2.85,
2018-03-08,3.6,3.73,4.26,,,4.21,8.76,
2018-03-13,2.05,2.2,2.24,,,2.28,2.21,
2018-03-26,1.78,1.64,1.73,,,1.77,1.67,
2018-04-05,1.6,1.73,1.83,,,2.01,1.91,
2018-04-17,1.18,1.17,1.26,,,1.3,1.3,
2018-04-27,2.59,2.81,2.84,,,2.92,2.92,
2018-05-02,1.88,2.08,2.19,,,2.17,2.14,
2018-05-11,1.82,2.0,2.04,,,2.08,2.08,
2018-05-16,4.08,4.05,3.99,,,4.04,4.19,
2018-05-22,3.15,2.82,2.95,,,3.19,3.31,
2018-05-30,1.52,2.23,2.3,,,2.31,2.45,
2018-06-08,2.43,2.66,2.91,,,3.21,3.32,
2018-06-12,1.7,1.65,1.64,,,1.64,1.65,
2018-06-20,0.81,0.98,1.11,,,0.97,1.33,
2018-06-26,0.87,1.05,1.03,,,1.0,0.97,
2018-07-04,0.38,0.86,0.88,,,0.88,0.88,
2018-07-10,0.8,0.75,0.85,,,0.75,0.78,
2018-07-19,0.92,0.95,0.92,,,0.89,0.89,
2018-07-24,0.98,0.99,1.06,,,1.15,1.12,
2018-08-03,0.9,0.85,0.81,,,0.83,0.81,
2018-08-09,1.02,1.16,1.1,,,1.06,1.05,
2018-08-14,0.53,0.53,0.54,,,0.53,5.4,
2018-08-23,0.82,0.8,0.81,,,0.84,0.85,
2018-08-29,0.97,0.99,0.9,,,0.77,0.63,
2018-09-04,1.03,2.21,3.25,1.28,2.78,,,
2018-09-13,1.27,1.57,1.84,,,1.88,1.4,
2018-09-20,0.83,0.89,0.86,,,0.86,0.72,
2018-09-25,0.67,0.68,0.73,,,0.69,0.73,
2018-10-03,0.61,0.56,0.66,,,0.64,0.69,
2018-10-10,1.74,1.66,1.83,,,3.4,3.82,
2018-10-17,0.25,0.59,0.93,,,0.86,0.83,
2018-10-24,0.84,0.68,0.68,,,0.76,0.79,
2018-10-31,0.91,1.03,1.0,,,1.03,1.21,
2018-11-07,0.1,0.43,0.54,,,0.47,1.21,
2018-11-21,9.22,7.28,6.31,,,8.4,10.93,
2018-11-28,6.23,5.06,2.22,,,1.69,1.74,
2018-12-04,2.56,2.8,2.7,,,2.76,2.94,
2018-12-11,1.83,1.91,2.12,,,2.1,3.18,
2018-12-19,3.15,2.82,2.44,,,2.28,2.22,
2018-12-26,0.67,0.69,0.68,,,0.64,0.62,
2019-01-03,1.52,2.11,1.28,,,1.19,1.21,
2019-01-09,1.54,4.6,4.98,,,5.56,6.05,
2019-01-17,0.61,0.55,0.56,,,0.66,0.67,
2019-01-25,1.63,1.6,1.59,,,1.65,1.64,
2019-02-06,0.83,0.78,0.81,,,0.79,0.93,
2019-02-12,0.57,0.85,1.43,,,1.55,1.61,
2019-02-20,3.41,4.06,4.71,,,3.26,2.96,
2019-02-26,0.44,1.46,1.57,,,1.51,1.62,
2019-03-05,0.97,1.15,1.19,,,1.15,1.08,
2019-03-12,0.59,0.62,0.85,,,1.68,1.82,
2019-03-28,14.0,14.08,14.97,,,16.87,14.17,
2019-04-02,5.62,7.65,8.72,,,7.87,6.49,
2019-04-15,2.51,2.7,2.7,,,2.68,2.4,
2019-04-24,4.09,4.72,4.31,,,2.89,1.85,
2019-04-30,2.8,2.94,3.43,,,6.06,5.83,
2019-05-08,3.73,3.8,3.67,,,4.42,4.41,
2019-05-15,3.1,3.33,3.32,,,3.2,3.23,
2019-05-21,2.23,2.16,2.24,,,2.17,2.46,
2019-06-04,1.35,1.4,1.39,,,1.37,1.91,
2019-06-18,1.36,1.41,1.63,,,1.52,1.49,
2019-06-25,2.19,2.17,2.14,,,2.07,2.32,
2019-07-04,1.15,1.27,1.32,,,1.38,1.42,
2019-07-11,1.02,1.04,1.04,,,1.05,1.01,
2019-07-19,0.66,0.68,0.7,,,0.72,0.68,
2019-07-26,0.82,0.85,0.9,,,0.89,1.19,
2019-07-30,1.37,1.39,1.41,,,1.49,1.58,
2019-08-06,0.74,0.7,0.66,,,0.61,0.57,
2019-08-14,1.85,2.11,2.83,,,4.67,5.72,
2019-08-22,6.5,6.58,7.31,,,11.99,17.23,
2019-08-29,7.22,7.49,7.0,,,6.01,5.92,
2019-09-04,7.45,7.51,8.49,,,10.01,12.12,
2019-09-17,8.83,13.89,12.28,,,10.8,13.38,
2019-09-18,10.69,9.29,5.14,,,7.37,13.18,
2019-09-19,14.01,10.93,9.05,,,8.64,22.32,
2019-09-26,4.29,4.16,4.53,,,4.48,4.85,
2019-10-03,4.89,4.64,4.83,,,5.28,14.19,
2019-10-15,10.78,11.0,8.79,,,8.5,,8.36
2019-10-16,11.66,11.86,11.73,,,12.15,8.09,
2019-10-25,7.87,8.24,8.38,,,8.57,8.64,
2019-11-04,6.71,7.02,6.79,,,7.44,7.57,
2019-11-07,6.7,9.29,9.76,,,9.37,9.51,
2019-11-14,9.94,9.66,9.35,,,9.25,9.38,
2019-11-21,5.13,5.11,5.13,,,5.72,6.31,
2019-11-27,0.32,3.92,4.02,,,4.12,6.78,
2019-12-05,7.21,11.73,12.37,,,11.02,12.41,
2019-12-11,7.8,8.0,6.52,,,6.42,6.67,
2019-12-16,2.23,4.35,4.68,,,5.66,4.89,
2019-12-26,7.77,7.25,7.31,,,7.17,7.31,
2020-01-03,3.39,3.31,3.38,,,3.46,3.43,
2020-01-08,1.91,2.73,3.54,,,4.48,6.19,
2020-01-17,4.53,4.52,4.3,,,3.89,3.94,
2020-01-23,11.16,13.54,14.24,,,13.79,15.51,
2020-01-29,5.64,5.57,5.62,,,6.42,7.46,
2020-02-04,3.0,3.09,3.19,,,3.5,5.06,
2020-02-11,3.36,3.28,3.12,,,3.09,,
2020-02-20,7.22,8.1,5.83,,,,5.28,
2020-02-25,4.32,4.31,4.48,,,4.63,,
2020-03-05,6.01,5.9,5.76,,,5.95,,
2020-03-11,7.91,7.81,8.57,,,8.38,9.42,
2020-03-17,9.29,9.57,9.53,,,9.74,9.99,
2020-03-27,44.24,44.47,45.54,,,47.19,50.32,
2020-04-01,11.93,10.65,9.65,,,9.82,15.99,
2020-04-07,4.25,4.36,4.33,,,4.36,6.21,
2020-04-14,8.38,8.67,9.07,,,11.1,,
2020-04-21,5.18,5.29,5.34,,,5.42,5.36,
2020-05-13,4.13,4.07,3.99,,,4.5,5.7,
2020-05-20,1.12,1.12,1.21,,,1.41,1.66,
2020-06-01,1.15,1.19,1.26,,,1.66,3.9,
2020-06-15,1.9,1.97,2.49,,,2.77,3.56,
2020-06-26,6.36,6.68,7.33,,,8.16,9.0,
2020-07-02,2.68,2.62,2.67,,,3.28,5.07,
2020-07-07,2.91,2.96,3.1,,,3.44,3.46,
2020-07-17,1.83,1.86,1.92,,,1.96,2.38,
2020-07-23,4.4,4.93,4.58,,,4.16,3.23,
2020-07-28,2.02,1.99,2.02,,,2.1,2.32,
2020-08-04,1.37,1.4,1.42,,,1.57,1.68,
2020-08-13,1.31,1.38,1.59,,,1.59,1.71,
2020-08-19,1.52,1.51,1.48,,,1.69,1.87,
2020-08-26,0.53,0.43,1.57,,,1.57,1.5,
2020-09-03,4.13,4.08,4.03,,,4.41,5.69,
2020-09-10,2.74,3.78,3.67,,,6.69,2.95,
2020-09-16,2.29,2.33,2.64,,,3.95,4.89,
