Date,profundidad_0.0,profundidad_-1.0,profundidad_-2.0,profundidad_-3.0,profundidad_-4.0,profundidad_-0.5,profundidad_-1.5,profundidad_-5.0
2016-06-08,14.81,14.89,12.62,,,,,
2016-08-02,14.97,13.82,14.34,,,,,
2016-08-04,20.77,19.77,12.51,,,,,
2016-08-09,14.12,14.56,12.84,,,,,
2016-08-25,12.02,11.85,10.42,,,,,
2016-08-30,19.33,17.75,12.75,,,,,
2016-09-06,15.99,12.39,11.94,,,,,
2016-09-22,12.56,12.51,12.67,12.62,,,,
2016-09-29,10.19,8.05,10.26,10.42,,,,
2016-10-06,12.11,11.83,11.16,12.0,,,,
2016-10-14,21.06,23.37,21.94,21.72,21.43,,,
2016-10-21,16.64,17.49,17.42,16.11,16.62,,,
2016-10-28,13.32,17.66,18.37,16.49,15.8,,,
2016-11-03,22.7,26.88,27.68,25.16,22.89,,,
2016-11-11,11.61,17.03,21.64,23.01,21.77,,,
2016-11-18,12.95,23.51,29.1,27.75,27.27,,,
2016-11-22,22.51,29.59,32.22,31.01,30.4,,,
2016-12-02,14.29,24.65,29.64,30.86,30.27,,,
2016-12-13,11.05,13.44,19.37,24.48,26.21,,,
2017-01-12,30.05,43.0,57.28,58.33,62.05,,,
2017-01-26,27.1,37.18,43.7,45.48,45.82,,,
2017-02-03,15.54,27.58,36.27,38.14,39.87,,,
2017-02-10,18.24,35.28,48.1,48.43,49.16,,,
2017-02-16,16.93,25.0,26.78,29.98,32.7,,,
2017-02-24,15.26,19.97,22.74,23.84,23.85,,,
2017-03-02,4.16,5.74,9.17,13.3,16.06,,,
2017-03-22,5.46,6.48,7.64,9.01,9.86,,,
2017-03-30,4.67,5.12,6.05,7.19,7.74,,,
2017-04-05,8.22,9.18,9.89,10.37,10.68,,,
2017-04-12,7.05,8.36,10.24,10.97,11.11,,,
2017-04-18,10.94,9.7,8.11,,,11.97,8.91,
2017-04-25,6.6,6.82,7.1,6.54,5.5,,,
2017-05-04,3.51,3.71,4.14,4.68,5.08,,,
2017-05-10,3.3,3.66,3.74,3.81,4.58,,,
2017-05-19,1.0,1.12,1.65,3.01,3.13,,,
2017-05-24,0.76,0.9,1.15,1.11,1.33,,,
2017-06-02,1.12,1.64,2.03,2.24,2.2,,,
2017-06-06,1.92,2.09,2.1,2.16,3.38,,,
2017-06-13,0.87,0.96,1.18,1.51,4.08,,,
2017-06-21,0.93,1.04,1.13,1.21,1.31,,,
2017-06-30,0.68,0.72,0.86,0.88,0.94,,,
2017-07-05,0.9,0.99,1.04,1.08,1.17,,,
2017-07-12,1.72,2.06,2.2,2.31,1.8,,,
2017-07-19,1.43,1.55,1.63,1.64,2.49,,,
2017-07-26,1.28,1.44,1.53,1.39,1.28,,,
2017-08-08,4.23,4.51,4.61,4.6,4.6,,,
2017-08-16,4.12,4.91,4.9,4.68,4.69,,,
2017-08-23,7.32,7.52,6.94,6.63,6.57,,,
2017-08-30,5.24,5.36,5.45,5.43,5.39,,,
2017-09-06,6.91,7.25,7.03,6.78,6.53,,,
2017-09-11,3.98,5.2,6.09,6.33,6.65,,,
2017-09-20,5.18,8.52,9.15,8.9,8.51,,,
2017-09-27,3.22,4.24,5.28,5.89,5.52,,,
2017-10-04,3.3,3.73,4.73,5.5,5.45,,,
2017-10-11,3.22,3.66,3.82,3.83,3.78,,,5.24
2017-10-17,4.68,4.8,5.33,5.51,5.46,,,
