Date,profundidad_0.0,profundidad_-1.0,profundidad_-2.0,profundidad_-3.0,profundidad_-4.0,profundidad_-5.0,profundidad_-6.0,profundidad_-0.4,profundidad_-0.8,profundidad_-1.2000000000000002,profundidad_-1.6
2016-08-02,5.34,5.42,5.69,,,,,,,,
2016-08-04,4.39,4.48,4.94,,,,,,,,
2016-08-09,4.53,4.53,5.08,,,,,,,,
2016-08-25,6.17,5.54,6.07,,,,,,,,
2016-08-30,5.41,5.56,5.62,,,,,,,,
2016-09-06,3.48,3.52,4.01,,,,,,,,
2016-09-08,3.95,3.94,4.29,,,,,,,,
2016-09-22,8.81,6.29,6.31,,,,,,,,
2016-09-29,13.17,13.67,14.14,,,,,,,,
2016-10-06,5.86,5.47,5.59,,,,,,,,
2016-10-14,5.25,5.29,5.44,5.62,7.15,,,,,,
2016-10-21,5.06,5.14,5.29,,,,,,,,
2016-10-28,5.19,5.24,5.36,5.48,,,,,,,
2016-11-03,5.87,6.44,6.28,6.04,6.59,,,,,,
2016-11-11,4.38,4.12,4.2,4.22,,,,,,,
2016-11-18,5.77,5.91,6.27,6.66,6.55,,,,,,
2016-11-22,5.65,5.24,5.03,5.17,5.75,,,,,,
2016-12-02,4.07,4.29,4.73,4.72,4.74,,,,,,
2016-12-13,3.7,3.47,3.45,3.46,3.82,,,,,,
2016-12-21,8.42,8.45,8.52,8.57,,,,,,,
2016-12-29,4.88,,,,,,,,,,
2017-01-12,4.39,4.59,4.86,5.09,,,,,,,
2017-01-26,6.39,6.45,6.34,6.42,6.6,,,,,,
2017-02-03,3.45,3.45,3.55,3.73,3.88,4.12,,,,,
2017-02-10,3.92,4.15,4.23,4.29,4.35,4.21,,,,,
2017-02-16,4.98,5.09,5.12,5.18,,5.22,,,,,
2017-02-24,3.28,3.47,3.92,3.86,4.11,,,,,,
2017-03-02,4.1,4.16,4.19,4.17,4.18,4.03,,,,,
2017-03-22,2.05,1.99,1.99,2.07,1.98,2.06,,,,,
2017-03-30,2.03,2.14,2.1,2.18,2.13,2.51,,,,,
2017-04-05,1.6,1.6,1.6,1.62,1.6,1.65,,,,,
2017-04-12,1.46,1.62,1.68,1.82,1.94,1.97,,,,,
2017-04-18,,1.16,1.2,1.19,1.17,1.28,1.41,,,,
2017-04-25,1.72,1.84,1.68,1.74,1.95,1.84,,,,,
2017-05-04,1.37,1.29,1.32,1.67,,,,,,,
2017-05-10,1.2,1.31,1.39,1.3,1.66,1.53,,,,,
2017-05-19,1.06,1.37,1.5,1.65,1.56,1.83,,,,,
2017-05-24,1.03,1.09,1.2,1.45,1.07,1.01,,,,,
2017-06-02,1.06,1.04,1.05,1.18,1.23,2.11,,,,,
2017-06-06,1.12,1.07,1.18,1.18,1.35,1.22,,,,,
2017-06-13,0.89,1.02,0.81,0.72,0.81,0.86,,,,,
2017-06-21,0.75,0.78,0.81,0.79,0.79,0.76,,,,,
2017-06-30,2.03,1.74,1.78,1.82,1.96,,,,,,
2017-07-05,1.68,1.84,1.9,1.86,1.93,1.96,,,,,
2017-07-12,1.58,1.68,1.62,1.53,1.55,1.56,,,,,
2017-07-19,1.24,1.31,1.29,1.32,1.31,1.74,,,,,
2017-07-26,1.39,1.49,1.48,1.48,1.5,1.44,,,,,
2017-08-08,1.86,2.11,2.08,2.06,2.15,2.11,,,,,
2017-08-16,4.18,4.13,4.17,4.06,4.12,4.07,,,,,
2017-08-23,4.56,4.12,4.14,4.14,4.07,4.15,,,,,
2017-08-30,5.91,5.84,5.87,5.69,5.68,5.71,,,,,
2017-09-06,4.39,4.96,4.95,4.83,5.42,5.6,,,,,
2017-09-11,3.05,3.08,3.18,3.36,3.85,4.11,,,,,
2017-09-20,1.52,1.24,1.26,1.36,1.32,1.31,,,,,
2017-09-27,4.57,4.49,4.59,4.58,4.79,4.83,,,,,
2017-10-04,4.42,4.38,4.37,4.36,4.47,4.63,,,,,
2017-10-11,3.69,3.79,3.79,3.65,3.66,3.63,,,,,
2017-10-17,3.6,3.64,3.56,3.6,3.66,3.48,,,,,
2017-10-25,2.89,2.71,2.71,2.67,2.68,2.62,,,,,
2017-11-03,3.37,3.21,3.16,3.19,3.22,3.2,,,,,
2017-11-08,3.51,3.47,3.58,3.67,3.96,3.85,,,,,
2017-11-15,3.79,3.84,3.9,3.93,4.05,4.07,,,,,
2017-11-22,3.52,3.57,3.66,3.79,3.76,4.09,,,,,
2017-11-28,3.76,3.77,3.77,3.72,3.81,3.71,,,,,
2017-12-05,3.53,3.87,3.81,3.78,3.95,3.85,,,,,
2017-12-13,4.99,5.44,5.7,5.74,6.05,5.71,,,,,
2017-12-18,3.55,3.61,3.58,3.52,3.53,3.4,,,,,
2017-12-26,3.09,3.07,3.06,3.06,3.16,3.11,,,,,
2018-01-02,3.02,2.94,2.94,2.97,2.94,2.88,,,,,
2018-01-09,2.82,2.91,2.64,2.48,2.45,2.41,,,,,
2018-01-17,0.53,1.82,2.06,2.05,2.03,2.11,,,,,
2018-01-24,2.24,2.12,2.11,2.14,2.08,2.09,,,,,
2018-01-31,2.43,2.3,2.29,2.28,2.21,2.11,,,,,
2018-02-12,2.25,2.26,2.23,2.25,2.46,2.23,,,,,
2018-02-20,2.33,2.36,2.4,2.08,1.29,1.28,,,,,
2018-02-27,2.09,2.08,2.08,2.08,2.08,,,,,,
2018-03-07,1.28,3.12,3.24,3.22,3.08,2.91,,,,,
2018-03-08,2.76,2.83,2.87,2.91,2.82,2.89,,,,,
2018-03-13,2.23,2.18,2.23,2.25,2.33,2.42,,,,,
2018-03-26,1.85,2.14,2.08,1.97,2.03,1.99,,,,,
2018-04-05,1.45,1.42,1.61,1.61,1.53,1.39,,,,,
2018-04-17,1.68,1.72,1.72,1.76,1.84,1.77,,,,,
2018-04-27,1.28,1.24,1.19,1.2,1.23,,,,,,
2018-05-02,0.42,0.83,1.37,1.4,1.45,1.33,,,,,
2018-05-11,0.84,1.09,1.07,1.06,1.09,1.06,,,,,
2018-05-16,1.28,1.26,1.26,1.25,1.3,1.27,,,,,
2018-05-22,0.5,1.05,1.06,1.13,1.26,1.29,,,,,
2018-05-30,0.64,0.71,0.77,0.76,0.77,0.73,,,,,
2018-06-08,0.89,0.92,0.92,1.03,1.03,1.01,,,,,
2018-06-12,0.8,0.8,0.88,0.91,0.96,0.92,,,,,
2018-06-20,0.55,0.68,0.68,0.76,0.74,0.88,,,,,
2018-06-26,0.68,0.6,0.6,0.74,0.7,0.62,,,,,
2018-07-04,0.91,0.92,0.93,0.91,0.9,0.94,,,,,
2018-07-10,1.34,0.99,1.14,1.06,1.07,1.15,,,,,
2018-07-19,0.15,0.79,0.81,0.82,0.83,0.81,,,,,
2018-07-24,0.5,0.35,0.43,0.46,0.43,0.45,,,,,
2018-08-03,0.21,0.54,0.61,0.63,0.58,0.61,,,,,
2018-08-09,0.4,0.32,0.47,0.52,0.58,0.58,,,,,
2018-08-14,0.6,0.66,0.65,0.65,0.66,0.6,,,,,
2018-08-23,0.47,0.49,0.96,0.92,0.78,0.75,,,,,
2018-08-29,0.61,0.6,0.6,0.63,0.65,0.65,,,,,
2018-09-04,0.54,0.82,0.85,0.85,0.86,0.86,,,,,
2018-09-13,0.51,0.61,0.68,0.7,0.75,1.14,,,,,
2018-09-20,0.25,0.77,0.61,0.59,0.63,0.58,,,,,
2018-09-25,0.45,0.71,0.68,0.7,0.72,0.68,,,,,
2018-10-03,0.0,0.51,0.58,0.55,0.59,0.61,,,,,
2018-10-10,0.7,0.72,0.73,0.7,0.76,0.75,,,,,
2018-10-17,0.2,0.63,0.64,0.66,0.62,0.63,,,,,
2018-10-24,0.23,0.53,0.66,0.69,0.72,0.73,,,,,
2018-10-31,0.49,1.15,0.98,1.09,,,,,,,
2018-11-07,0.62,0.62,0.64,0.66,0.72,0.97,,,,,
2018-11-21,1.01,0.99,1.02,0.96,0.97,1.33,,,,,
2018-11-28,0.81,0.85,0.79,0.81,0.78,0.84,,,,,
2018-12-04,0.56,0.61,0.62,0.62,0.66,0.69,,,,,
2018-12-11,0.36,0.58,0.72,0.71,0.71,0.78,,,,,
2018-12-19,0.57,0.66,0.61,0.65,0.64,0.66,,,,,
2018-12-26,0.48,0.53,0.57,0.59,0.79,0.88,,,,,
2019-01-03,0.57,0.67,0.69,0.66,0.68,0.93,,,,,
2019-01-09,0.63,0.64,0.64,0.64,0.65,0.64,,,,,
2019-01-17,0.5,0.51,0.55,0.54,0.68,0.71,,,,,
