Date,profundidad_0.0,profundidad_-1.0,profundidad_-2.0,profundidad_-3.0,profundidad_-4.0,profundidad_-5.0,profundidad_-6.0,profundidad_-0.4,profundidad_-0.8,profundidad_-1.2000000000000002,profundidad_-1.6
2016-08-02,72.26,72.08,71.81,,,,,,,,
2016-08-04,71.7,71.72,71.99,,,,,,,,
2016-08-09,72.52,72.52,72.07,,,,,,,,
2016-08-25,7.17,7.17,7.16,,,,,,,,
2016-08-30,7.22,7.2,7.19,,,,,,,,
2016-09-06,7.19,7.19,7.19,,,,,,,,
2016-09-08,7.32,7.32,7.31,,,,,,,,
2016-09-22,6.91,6.88,6.89,,,,,,,,
2016-09-29,6.68,6.67,6.68,,,,,,,,
2016-10-06,6.8,6.8,6.76,,,,,,,,
2016-10-14,6.36,6.36,6.31,6.37,6.46,,,,,,
2016-10-21,6.48,6.48,6.5,,,,,,,,
2016-10-28,6.47,6.47,6.47,6.47,,,,,,,
2016-11-03,6.34,6.34,6.34,6.34,6.34,,,,,,
2016-11-11,5.75,5.75,5.75,5.75,,,,,,,
2016-11-18,5.64,5.64,5.64,5.64,5.64,,,,,,
2016-11-22,5.65,5.66,5.67,5.67,5.68,,,,,,
2016-12-02,5.45,5.47,5.47,5.48,5.48,,,,,,
2016-12-13,5.42,5.42,5.42,5.42,5.42,,,,,,
2016-12-21,4.84,4.86,4.86,4.86,,,,,,,
2016-12-29,4.65,,,,,,,,,,
2017-01-12,4.62,4.62,4.62,4.65,,,,,,,
2017-01-26,4.3,4.3,4.3,4.3,4.3,,,,,,
2017-02-03,4.49,4.5,4.51,4.5,4.5,4.47,,,,,
2017-02-10,4.53,4.53,4.53,4.53,4.53,4.53,,,,,
2017-02-16,4.67,4.67,4.67,4.67,,4.66,,,,,
2017-02-24,4.72,4.73,4.74,4.74,4.74,,,,,,
2017-03-02,4.91,4.91,4.91,4.91,4.91,4.91,,,,,
2017-03-22,5.1,5.1,5.1,5.1,5.1,5.1,,,,,
2017-03-30,5.17,5.17,5.17,5.18,5.18,5.18,,,,,
2017-04-05,5.29,5.29,5.29,5.29,5.29,5.29,,,,,
2017-04-12,5.53,5.47,5.45,5.45,5.46,5.46,,,,,
2017-04-18,,5.65,5.67,5.66,5.66,5.64,5.63,,,,
2017-04-25,5.42,5.42,5.42,5.42,5.42,5.42,,,,,
2017-05-04,5.49,5.49,5.48,5.48,,,,,,,
2017-05-10,5.77,5.77,5.77,5.77,5.76,5.77,,,,,
2017-05-19,5.95,5.95,5.95,5.95,5.95,5.95,,,,,
2017-05-24,5.97,5.97,5.97,5.97,5.97,5.97,,,,,
2017-06-02,6.13,6.13,6.13,6.13,6.14,6.15,,,,,
2017-06-06,6.27,6.27,6.27,6.27,6.27,6.27,,,,,
2017-06-13,6.35,6.39,6.39,6.39,6.39,6.39,,,,,
2017-06-21,6.66,6.66,6.66,6.66,6.65,6.65,,,,,
2017-06-30,6.6,6.65,6.65,6.65,6.65,,,,,,
2017-07-05,6.61,6.61,6.61,6.61,6.61,6.61,,,,,
2017-07-12,6.78,6.78,6.78,6.78,6.78,6.78,,,,,
2017-07-19,6.89,6.89,6.89,6.89,6.89,6.89,,,,,
2017-07-26,6.96,6.96,6.96,6.96,6.96,6.96,,,,,
2017-08-08,7.23,7.23,7.23,7.23,7.23,7.23,,,,,
2017-08-16,6.84,6.84,6.84,6.84,6.84,6.84,,,,,
2017-08-23,6.93,6.99,6.99,6.99,6.99,6.99,,,,,
2017-08-30,6.84,6.85,6.85,6.84,6.84,6.84,,,,,
2017-09-06,6.78,6.78,6.79,6.82,6.83,6.83,,,,,
2017-09-11,6.68,6.66,6.66,6.64,6.63,6.63,,,,,
2017-09-20,6.88,6.89,6.89,6.89,6.89,6.89,,,,,
2017-09-27,6.55,6.56,6.56,6.56,6.56,6.56,,,,,
2017-10-04,6.55,6.57,6.57,6.57,6.57,6.57,,,,,
2017-10-11,6.36,6.49,6.49,6.49,6.49,6.49,,,,,
2017-10-17,6.41,6.42,6.42,6.42,6.42,6.42,,,,,
2017-10-25,6.14,6.2,6.2,6.2,6.2,6.2,,,,,
2017-11-03,6.05,6.05,6.05,6.05,6.06,6.06,,,,,
2017-11-08,5.77,5.77,5.77,5.77,5.77,5.76,,,,,
2017-11-15,5.45,5.45,5.45,5.45,5.46,5.46,,,,,
2017-11-22,5.36,5.37,5.46,5.49,5.49,5.49,,,,,
2017-11-28,5.33,5.35,5.38,5.38,5.39,5.42,,,,,
2017-12-05,4.94,4.94,4.94,4.95,4.95,4.95,,,,,
2017-12-13,4.97,4.96,4.95,4.94,4.94,4.94,,,,,
2017-12-18,4.87,4.87,4.87,4.87,4.87,4.87,,,,,
2017-12-26,4.88,4.88,4.88,4.88,4.88,4.88,,,,,
2018-01-02,4.93,4.93,4.93,4.93,4.93,4.93,,,,,
2018-01-09,4.83,4.85,4.92,4.96,4.97,4.98,,,,,
2018-01-17,4.83,4.84,4.84,4.84,4.84,4.84,,,,,
2018-01-24,4.92,4.92,4.91,4.92,4.93,4.93,,,,,
2018-01-31,4.88,4.88,4.88,4.88,4.88,4.88,,,,,
2018-02-12,4.66,4.66,4.66,4.66,4.66,4.66,,,,,
2018-02-20,4.9,4.9,4.89,4.87,4.87,4.87,,,,,
2018-02-27,4.87,4.87,4.87,4.87,4.87,,,,,,
2018-03-07,4.93,4.93,4.92,4.92,4.92,4.92,,,,,
2018-03-08,4.92,4.92,4.92,4.92,4.92,4.92,,,,,
2018-03-13,5.12,5.12,5.12,5.12,5.13,5.12,,,,,
