Date,profundidad_0.0,profundidad_-1.0,profundidad_-2.0,profundidad_-3.0,profundidad_-4.0,profundidad_-5.0,profundidad_-6.0,profundidad_-0.4,profundidad_-0.8,profundidad_-1.2000000000000002,profundidad_-1.6
2016-08-02,17.36,14.16,15.61,,,,,,,,
2016-08-04,24.43,21.45,16.59,,,,,,,,
2016-08-09,10.5,9.91,8.52,,,,,,,,
2016-08-22,12.24,12.6,10.71,12.37,14.13,,,,,,
2016-09-06,11.81,,,,,,,,,,
2016-09-08,14.53,14.52,11.52,,,,,,,,
2016-09-29,11.67,12.27,9.41,12.36,,,,,,,
2016-10-06,14.21,8.64,11.04,13.19,,,,,,,
2016-10-14,20.2,20.95,19.5,19.01,19.39,,,,,,
2016-10-21,20.8,21.99,19.62,19.05,18.72,,,,,,
2016-10-28,16.5,21.35,22.21,20.23,20.44,,,,,,
2016-11-03,25.42,29.6,29.3,28.72,24.48,,,,,,
2016-11-11,14.41,20.72,24.11,23.43,21.48,,,,,,
2016-11-18,14.35,22.31,26.64,25.96,25.09,,,,,,
2016-11-22,18.69,30.32,33.29,31.55,29.9,29.85,,,,,
2016-12-02,14.78,26.24,30.02,28.46,27.06,27.07,,,,,
2016-12-13,11.15,14.93,22.41,28.16,29.7,,,,,,
2017-01-12,27.78,44.41,50.52,57.38,60.17,59.98,,,,,
2017-01-26,12.93,26.22,36.79,38.87,37.14,36.36,,,,,
2017-02-03,8.01,11.26,18.3,31.11,40.4,41.9,,,,,
2017-02-10,12.67,29.39,41.92,46.07,47.03,47.03,,,,,
2017-02-16,16.71,23.58,32.03,33.99,34.41,34.71,,,,,
2017-02-24,8.11,11.0,13.39,16.19,17.71,18.57,,,,,
2017-03-02,6.66,8.57,12.16,17.65,20.67,18.22,,,,,
2017-03-22,4.26,4.72,5.64,6.7,7.11,6.7,,,,,
2017-03-30,4.95,5.35,6.28,6.81,7.03,7.16,,,,,
2017-04-05,3.21,3.37,3.58,3.91,4.23,4.55,,,,,
2017-04-12,3.5,3.73,3.9,4.6,5.21,4.65,,,,,
2017-04-18,5.51,5.92,5.9,6.25,7.5,6.96,,,,,
2017-04-25,4.83,5.08,5.18,5.22,5.09,4.81,,,,,
2017-05-04,3.16,3.31,3.51,3.98,4.21,3.95,,,,,
2017-05-10,4.02,4.22,4.62,4.94,4.51,4.41,,,,,
2017-05-19,0.76,0.82,0.98,1.16,1.27,1.19,,,,,
2017-05-24,0.6,0.66,0.71,0.78,0.81,1.17,,,,,
2017-06-02,1.16,1.4,1.55,1.6,1.71,1.89,,,,,
2017-06-06,0.58,1.29,1.34,1.32,1.26,1.43,,,,,
2017-06-13,1.28,1.85,2.34,2.39,3.04,3.73,,,,,
2017-06-21,1.1,1.13,1.32,3.25,1.68,1.34,,,,,
2017-06-30,1.14,1.41,1.69,1.96,2.0,2.11,,,,,
2017-07-05,1.54,1.73,1.81,2.09,1.12,1.57,,,,,
2017-07-12,1.88,2.11,2.24,2.29,2.25,,1.89,,,,
2017-07-19,0.92,0.98,1.05,1.08,1.33,3.63,,,,,
2017-07-26,2.0,2.22,2.4,2.5,2.55,2.27,,,,,
2017-08-08,4.0,4.35,4.86,4.81,4.57,4.2,,,,,
2017-08-16,5.77,5.84,5.77,5.82,5.79,5.86,,,,,
2017-08-23,8.08,8.42,7.82,7.48,7.66,7.65,,,,,
2017-08-30,6.14,6.12,6.14,6.14,6.04,6.29,,,,,
2017-09-06,7.66,7.51,7.06,7.24,7.34,7.35,,,,,
2017-09-11,6.11,6.61,6.47,6.61,6.57,6.62,,,,,
2017-09-20,6.88,9.27,10.15,10.15,10.3,10.3,,,,,
2017-09-27,6.83,6.39,6.39,6.4,6.39,6.4,,,,,
2017-10-04,2.77,3.41,5.0,5.49,5.24,4.69,,,,,
2017-10-11,5.39,5.11,5.19,5.2,5.16,5.11,,,,,
2017-10-17,3.71,5.04,5.78,5.9,5.74,5.48,,,,,
2017-10-25,3.7,6.01,6.33,6.17,6.01,6.14,,,,,
2017-11-03,7.43,7.63,7.55,7.18,6.57,6.69,,,,,
2017-11-08,5.55,6.43,6.48,6.46,6.41,6.36,,,,,
2017-11-15,4.17,5.89,7.03,6.96,6.71,6.78,,,,,
2017-11-22,2.04,2.58,3.01,3.2,3.24,3.23,,,,,
2017-11-28,2.52,3.26,3.88,3.93,3.92,3.87,,,,,
2017-12-05,2.64,2.88,3.25,3.36,3.4,3.46,,,,,
2017-12-13,1.7,2.13,2.63,2.88,2.89,2.8,,,,,
2017-12-18,1.88,2.43,2.63,2.57,2.56,2.32,,,,,
2017-12-26,1.75,2.24,2.37,2.28,1.83,1.77,,,,,
2018-01-02,5.19,6.4,7.6,7.96,8.05,7.42,,,,,
2018-01-09,3.16,3.64,4.58,4.82,3.99,3.89,,,,,
2018-01-17,2.65,3.81,4.03,3.9,3.84,3.52,,,,,
2018-01-24,2.39,3.45,4.43,4.84,4.96,3.93,,,,,
2018-01-31,3.52,4.28,5.01,5.48,5.73,5.92,,,,,
2018-02-12,5.62,6.83,7.55,7.95,8.35,10.75,,,,,
2018-02-20,4.68,6.54,8.5,9.4,7.62,6.1,,,,,
2018-02-27,3.9,4.98,6.25,7.27,7.82,5.24,,,,,
2018-03-07,2.31,3.52,4.95,5.93,6.44,6.55,,,,,
2018-03-08,2.8,3.45,4.74,6.53,8.19,8.71,,,,,
2018-03-13,2.36,3.25,4.32,4.96,5.55,5.27,,,,,
2018-03-26,3.11,3.17,4.8,5.65,6.19,6.39,,,,,
2018-04-05,0.96,1.19,1.74,2.2,2.27,1.84,,,,,
2018-04-17,1.52,1.83,2.21,2.46,2.66,2.85,,,,,
2018-04-27,0.9,1.2,1.67,2.29,2.54,2.68,,,,,
2018-05-02,0.73,0.87,1.19,1.57,1.76,3.14,,,,,
2018-05-11,0.88,0.95,1.0,1.03,1.01,1.16,,,,,
2018-05-16,0.43,0.53,0.64,0.7,0.82,1.58,,,,,
2018-05-22,0.57,0.67,0.79,0.8,0.76,0.94,,,,,
2018-06-08,0.42,0.71,0.92,1.01,1.07,1.23,,,,,
2018-06-12,1.02,1.21,1.27,1.23,1.31,1.35,,,,,
2018-06-20,1.33,1.56,1.89,2.18,2.24,2.15,,,,,
2018-06-26,2.11,2.68,3.28,3.53,3.27,2.81,,,,,
2018-07-04,2.47,2.56,2.71,2.67,2.55,2.71,,,,,
2018-07-10,2.33,2.68,2.91,2.97,2.67,1.92,,,,,
2018-07-19,1.88,2.53,2.72,2.65,2.44,2.64,,,,,
2018-07-24,1.49,1.69,2.09,2.37,2.51,2.54,,,,,
2018-08-03,2.38,2.78,2.95,3.07,3.1,3.16,,,,,
2018-08-09,0.67,0.82,0.95,0.98,1.02,1.07,,,,,
2018-08-14,1.25,1.31,1.39,1.43,1.36,1.49,,,,,
2018-08-23,1.44,1.57,1.72,1.75,1.67,1.89,,,,,
2018-08-29,0.72,1.12,1.17,1.32,1.27,1.29,,,,,
2018-09-04,0.58,0.8,1.06,1.23,1.15,1.05,,,,,
2018-09-13,0.86,1.21,1.7,2.06,2.31,2.02,,,,,
2018-09-20,1.21,1.74,2.39,2.48,1.89,0.63,,,,,
2018-09-25,1.61,1.66,1.82,1.93,2.06,3.79,,,,,
2018-10-03,1.01,1.13,1.22,1.27,1.29,1.35,,,,,
2018-10-10,0.61,0.67,0.84,1.02,1.13,1.31,,,,,
2018-10-17,0.74,0.88,1.06,1.35,1.73,1.91,,,,,
2018-10-24,0.61,0.77,1.02,1.14,1.17,1.19,,,,,
2018-10-31,1.42,1.43,1.54,1.69,1.81,1.91,,,,,
2018-11-07,0.63,0.69,0.82,1.03,1.23,1.49,,,,,
2018-11-21,2.0,2.04,2.1,2.14,2.11,2.2,,,,,
2018-11-28,0.96,1.25,1.82,2.33,2.71,2.91,,,,,
2018-12-04,0.87,1.11,1.48,1.58,1.54,1.54,,,,,
2018-12-11,1.22,1.49,1.86,1.93,1.81,2.09,,,,,
2018-12-19,0.68,0.81,0.86,0.91,0.93,0.9,,,,,
2018-12-26,0.6,0.74,0.93,1.17,1.22,1.08,,,,,
2019-01-03,1.18,1.22,1.28,1.31,1.29,1.4,,,,,
2019-01-09,0.37,0.38,0.44,0.48,0.56,0.58,,,,,
2019-01-17,0.23,0.24,0.27,0.3,0.33,0.36,,,,,
2019-01-25,0.2,0.22,0.23,0.27,0.32,0.37,,,,,
2019-02-06,0.32,0.44,0.57,0.55,0.47,0.47,,,,,
2019-02-12,0.65,0.77,0.88,0.97,1.0,1.0,,,,,
2019-02-20,0.14,0.15,0.18,0.22,0.29,0.32,,,,,
2019-02-26,0.14,0.16,0.18,0.21,0.23,0.25,,,,,
2019-03-05,0.44,0.5,0.58,0.64,0.7,0.71,,,,,
2019-03-12,0.17,0.28,0.31,0.36,0.48,0.51,,,,,
2019-03-28,0.11,0.12,0.13,0.18,0.29,0.38,,,,,
2019-04-02,0.21,0.23,0.26,0.32,0.37,0.38,,,,,
2019-04-15,0.07,0.15,0.27,0.31,0.4,0.46,,,,,
2019-04-24,0.61,0.98,1.41,1.89,2.33,2.76,,,,,
2019-04-30,0.48,0.58,0.74,1.03,1.37,1.55,,,,,
2019-05-08,0.47,0.55,0.72,0.9,0.98,1.01,,,,,
