Date,profundidad_0.0,profundidad_-1.0,profundidad_-2.0,profundidad_-0.6666666666666666,profundidad_-1.3333333333333333,profundidad_-3.0,profundidad_-4.0,profundidad_-5.0,profundidad_-0.4,profundidad_-0.8,profundidad_-1.2000000000000002,profundidad_-1.6
2022-04-22,5.14,5.14,5.14,,,5.12,5.12,,,,,
2022-04-27,5.18,5.18,5.18,,,5.18,5.18,5.14,,,,
2022-05-06,5.24,5.21,5.21,,,5.21,5.22,,,,,
2022-05-13,5.6,5.58,5.55,,,5.54,5.53,,,,,
2022-05-18,5.82,5.81,5.8,,,5.79,5.79,,,,,
2022-05-26,5.95,5.94,5.92,,,5.92,5.92,5.92,,,,
2022-06-02,6.11,6.11,6.1,,,6.09,6.09,,,,,
2022-06-10,6.33,6.33,6.33,,,6.32,6.32,6.31,,,,
2022-06-17,6.42,6.42,6.42,,,6.42,6.41,,,,,
2022-06-24,6.36,6.35,6.34,,,6.34,6.34,,,,,
2022-06-30,6.49,6.5,6.5,,,6.49,6.49,,,,,
2022-07-06,6.6,6.6,6.6,,,6.6,6.6,,,,,
2022-07-14,6.82,6.8,6.78,,,6.78,6.78,,,,,
2022-07-20,6.9,6.89,6.88,,,6.88,6.88,,,,,
2022-07-28,7.07,7.05,7.05,,,7.05,7.05,,,,,
2022-08-03,7.06,7.04,7.02,,,7.02,7.02,,,,,
2022-08-11,7.0,7.0,7.0,,,7.0,7.0,,,,,
2022-08-17,6.91,6.91,6.91,,,6.91,6.91,,,,,
2022-08-24,7.01,7.01,7.0,,,7.0,7.0,,,,,
2022-09-01,7.01,7.01,7.0,,,7.0,7.0,,,,,
2022-09-07,6.83,6.81,6.8,,,6.8,6.8,,,,,
2022-09-15,6.86,6.85,6.85,,,6.85,6.85,,,,,
2022-09-21,6.69,6.69,6.69,,,6.69,6.69,,,,,
2022-09-27,6.2,6.2,6.2,,,6.22,6.45,,,,,
2022-09-29,6.21,6.2,6.2,,,6.2,6.2,,,,,
2022-10-05,6.13,6.13,6.13,,,6.13,6.13,,,,,
2022-10-11,5.87,5.88,5.94,,,6.13,6.15,,,,,
2022-10-18,5.98,5.98,5.98,,,5.99,6.02,,,,,
2022-10-26,6.09,6.09,6.09,,,6.09,6.09,,,,,
2022-11-02,6.04,6.04,6.03,,,6.03,6.04,,,,,
2022-11-09,5.82,5.81,5.79,,,5.79,5.79,,,,,
2022-11-17,5.66,5.66,5.65,,,5.65,5.65,,,,,
2022-11-24,5.34,5.33,5.33,,,5.33,5.33,,,,,
2022-12-01,5.09,5.08,5.08,,,5.07,5.06,,,,,
2022-12-07,4.96,4.98,4.99,,,4.99,4.99,,,,,
2022-12-16,5.07,5.07,5.07,,,5.06,5.07,,,,,
2022-12-20,4.99,4.98,4.98,,,4.98,4.98,,,,,
2022-12-27,5.06,5.04,5.03,,,5.03,5.03,,,,,
2023-01-03,4.96,4.95,4.95,,,4.95,4.95,4.95,,,,
2023-01-10,4.94,4.93,4.93,,,4.93,4.93,,,,,
2023-01-20,4.7,4.7,4.7,,,4.7,4.7,,,,,
2023-01-25,4.48,4.48,4.48,,,4.48,4.48,,,,,
2023-02-01,4.42,4.42,4.41,,,4.41,4.41,,,,,
2023-02-08,4.51,4.51,4.51,,,4.51,4.51,,,,,
2023-02-14,4.58,4.58,4.58,,,4.58,4.58,,,,,
2023-02-23,4.86,4.85,4.85,,,4.85,4.85,,,,,
2023-03-01,4.62,4.62,4.61,,,4.61,4.61,,,,,
2023-03-08,4.86,4.86,4.84,,,4.82,4.82,,,,,
2023-03-16,5.2,5.18,5.18,,,5.18,5.18,,,,,
2023-03-22,5.32,5.31,5.3,,,5.3,5.3,,,,,
2023-03-29,5.46,5.46,5.46,,,5.46,5.46,,,,,
2023-04-04,5.49,5.49,5.48,,,5.48,5.48,,,,,
2023-04-11,5.59,5.59,5.59,,,5.59,5.59,,,,,
2023-04-20,5.66,5.66,5.66,,,5.66,5.66,,,,,
2023-04-27,5.95,5.95,5.95,,,5.95,5.95,,,,,
2023-05-05,6.11,6.1,6.1,,,6.1,6.1,,,,,
2023-05-11,6.23,6.22,6.22,,,6.22,6.23,,,,,
2023-05-18,6.03,6.03,6.03,,,6.03,6.03,,,,,
2023-05-25,5.79,5.75,5.74,,,5.75,5.85,,,,,
2023-05-31,6.04,6.0,5.99,,,5.98,5.98,,,,,
2023-06-05,6.16,6.15,6.15,,,6.15,6.15,,,,,
2023-06-13,6.43,6.38,6.37,,,6.37,6.37,,,,,
2023-06-21,6.65,6.64,6.63,,,6.63,6.63,,,,,
2023-06-28,6.85,6.85,6.85,,,6.85,6.85,,,,,
2023-07-05,7.01,7.01,7.01,,,7.03,7.04,,,,,
2023-07-12,7.16,7.13,7.13,,,7.13,7.13,,,,,
2023-07-19,7.22,7.22,7.22,,,7.21,7.21,,,,,
2023-07-26,7.17,7.17,7.17,,,7.17,7.17,,,,,
2023-08-01,7.27,7.25,7.25,,,7.25,7.25,,,,,
2023-08-10,7.12,7.11,7.11,,,7.11,7.11,,,,,
2023-08-17,7.29,7.29,7.28,,,7.29,7.29,,,,,
2023-08-24,7.27,7.27,7.27,,,7.27,7.27,,,,,
