Date,profundidad_0.0,profundidad_-1.0,profundidad_-2.0,profundidad_-3.0,profundidad_-4.0,profundidad_-5.0,profundidad_-6.0,profundidad_-0.3333333333333333,profundidad_-0.6666666666666666,profundidad_-1.3333333333333333,profundidad_-1.6666666666666665
2016-08-02,16.42,17.94,17.75,,,,,,,,
2016-08-04,11.11,10.15,11.27,,,,,,,,
2016-08-09,12.64,11.66,9.52,,,,,,,,
2016-08-25,13.77,12.3,10.42,,,,,,,,
2016-08-30,17.86,16.33,11.48,,,,,,,,
2016-09-06,13.32,16.47,15.23,,,,,,,,
2016-09-08,15.48,12.61,12.32,,,,,,,,
2016-09-22,11.5,8.78,12.6,12.79,,,,,,,
2016-09-29,11.62,11.5,8.41,10.13,11.38,,,,,,
2016-10-06,16.39,16.33,15.13,15.68,14.45,,,,,,
2016-10-14,18.93,21.27,21.46,21.28,21.09,21.26,,,,,
2016-10-21,16.05,16.65,16.03,16.65,16.44,16.49,,,,,
2016-10-28,16.75,17.38,14.89,13.2,12.0,12.42,,,,,
2016-11-03,24.67,27.68,30.09,27.31,25.66,25.38,,,,,
2016-11-11,19.45,23.98,25.09,24.9,23.93,24.52,,,,,
2016-11-18,16.03,24.95,30.07,29.27,27.78,30.29,,,,,
2016-11-22,11.04,24.27,33.08,32.89,30.56,29.1,,,,,
2016-12-02,19.32,24.92,29.33,30.12,29.11,28.94,,,,,
2016-12-13,11.87,14.49,19.29,26.01,29.21,29.83,,,,,
2016-12-21,,4.62,,,,,,,,,
2017-01-12,22.61,38.44,54.83,59.56,60.33,60.39,,,,,
2017-01-26,16.56,25.82,36.72,40.04,41.08,41.42,,,,,
2017-02-03,22.3,33.51,42.4,46.49,47.49,47.95,,,,,
2017-02-10,7.2,13.38,26.11,39.83,42.89,43.77,,,,,
2017-02-16,9.12,13.75,20.86,29.48,32.08,32.65,,,,,
2017-02-24,14.37,18.71,22.88,24.69,23.25,22.15,,,,,
2017-03-02,5.96,7.97,10.95,14.79,18.26,19.87,,,,,
2017-03-22,5.3,5.78,6.99,8.13,8.95,9.14,,,,,
2017-03-30,5.64,6.54,7.76,8.48,8.97,9.08,,,,,
2017-04-05,4.83,5.35,6.38,7.87,8.66,8.74,,,,,
2017-04-12,4.52,4.77,4.91,5.19,5.29,5.09,,,,,
2017-04-18,7.71,6.7,6.96,7.24,8.03,8.23,,,,,
2017-04-25,4.72,5.25,5.79,5.77,4.87,4.07,,,,,
2017-05-04,3.75,3.94,4.29,4.53,4.58,4.67,,,,,
2017-05-10,3.47,3.63,3.85,4.26,4.35,4.09,,,,,
2017-05-19,0.53,0.68,0.75,0.92,1.1,1.15,,,,,
2017-05-24,0.54,0.67,0.79,0.86,0.87,1.2,,,,,
2017-06-02,0.88,1.0,1.35,1.41,1.51,1.79,,,,,
2017-06-06,0.74,0.77,0.8,0.85,0.83,0.76,,,,,
2017-06-13,0.53,0.68,0.76,0.81,0.72,0.74,,,,,
2017-06-21,0.69,0.75,0.85,0.82,0.82,0.76,,,,,
2017-06-30,1.33,1.55,2.03,2.41,2.48,2.32,,,,,
2017-07-05,1.37,1.49,1.62,1.63,1.68,1.69,,,,,
2017-07-12,2.1,2.35,2.44,2.54,2.57,1.75,,,,,
2017-07-19,1.89,1.96,2.08,2.14,2.17,2.1,,,,,
2017-07-26,2.36,2.66,2.95,3.13,3.04,2.94,,,,,
2017-08-08,4.5,5.01,5.23,5.2,5.28,4.21,,,,,
2017-08-16,5.56,5.44,5.17,5.1,5.09,4.93,,,,,
2017-08-23,8.08,8.42,7.82,7.48,7.66,7.65,,,,,
2017-08-30,5.56,5.53,5.54,5.56,5.52,5.27,,,,,
2017-09-06,7.07,6.99,6.83,6.87,6.69,6.24,,,,,
2017-09-11,5.18,5.85,6.16,6.47,6.58,6.48,,,,,
2017-09-20,6.03,8.22,8.99,9.8,9.93,10.27,,,,,
2017-09-27,6.39,6.2,6.23,6.2,6.2,6.2,,,,,
2017-10-04,3.05,3.59,5.42,6.69,6.37,5.66,5.24,,,,
2017-10-11,5.3,5.32,5.36,5.4,5.29,4.83,4.17,,,,
2017-10-17,3.09,4.67,6.17,6.36,6.18,5.83,5.35,,,,
2017-10-25,5.75,6.28,6.41,6.24,6.1,6.07,,,,,
2017-11-03,7.96,8.85,9.47,9.19,8.41,7.83,7.9,,,,
2017-11-08,5.61,6.49,6.9,6.85,6.86,6.76,,,,,
2017-11-15,3.7,5.41,6.72,6.9,6.88,6.85,,,,,
2017-11-22,2.11,2.73,3.36,3.64,3.8,3.8,,,,,
2017-11-28,2.33,3.1,3.67,3.77,3.8,3.81,,,,,
2017-12-05,2.4,2.68,3.09,3.29,3.32,3.34,,,,,
2017-12-13,2.12,2.92,3.29,3.25,2.97,2.84,,,,,
2017-12-18,1.56,2.01,2.37,2.41,2.37,2.38,,,,,
2017-12-26,2.12,2.35,2.4,2.46,2.41,2.34,,,,,
2018-01-02,4.98,6.81,7.25,7.51,6.48,4.37,,,,,
2018-01-09,2.9,3.99,4.58,4.61,4.18,4.03,,,,,
2018-01-17,2.81,3.95,4.45,4.88,4.98,4.29,,,,,
2018-01-24,3.87,4.62,5.14,5.21,5.17,5.01,,,,,
2018-01-31,5.18,6.2,7.03,7.48,7.61,7.59,,,,,
2018-02-12,7.23,8.13,8.74,9.32,9.84,9.87,,,,,
2018-02-20,6.31,7.15,8.49,8.99,9.47,9.47,,,,,
2018-02-27,4.17,5.41,6.25,7.18,6.18,5.33,,,,,
2018-03-07,3.09,4.54,6.31,7.2,7.58,7.82,,,,,
2018-03-08,1.84,2.27,3.35,4.85,6.93,9.33,,,,,
2018-03-13,3.12,3.94,4.81,5.27,5.97,6.12,,,,,
2018-03-26,1.99,2.14,3.56,4.43,5.36,5.67,,,,,
2018-04-05,1.04,1.24,1.7,2.14,2.44,2.62,,,,,
2018-04-17,0.82,1.03,1.36,1.57,0.96,1.07,,,,,
2018-04-27,1.24,1.51,1.84,2.2,2.44,2.25,,,,,
2018-05-02,0.78,0.93,1.17,1.45,1.57,1.52,,,,,
2018-05-11,1.76,1.79,1.83,1.82,1.81,1.46,,,,,
2018-05-16,0.67,0.82,0.94,1.05,1.17,1.31,,,,,
2018-05-22,1.14,1.41,1.59,1.64,1.57,1.38,,,,,
2018-05-30,0.76,0.78,0.82,0.83,0.87,0.9,,,,,
2018-06-08,0.62,0.82,1.01,1.06,1.04,0.94,,,,,
2018-06-12,0.67,0.77,0.92,0.89,0.93,0.95,,,,,
2018-06-20,0.55,0.59,0.78,0.83,0.91,0.96,,,,,
2018-06-26,0.91,1.99,2.24,2.34,2.45,2.43,,,,,
2018-07-04,2.56,2.88,2.98,2.98,2.56,1.62,,,,,
2018-07-10,1.42,2.77,3.15,3.04,2.38,0.96,,,,,
2018-07-19,0.98,1.23,1.3,1.29,1.27,1.34,,,,,
2018-07-24,1.37,1.97,2.43,2.74,2.91,3.02,3.09,,,,
2018-08-03,1.49,1.87,1.98,2.12,2.23,2.25,,,,,
2018-08-09,0.8,0.84,0.83,0.78,0.69,0.64,0.64,,,,
2018-08-14,0.91,0.96,0.96,0.97,0.98,0.95,1.04,,,,
2018-08-23,0.94,1.12,1.23,1.34,0.96,0.79,0.85,,,,
2018-08-29,0.51,0.66,1.05,1.41,1.52,1.05,1.03,,,,
2018-09-04,0.59,0.9,1.22,1.65,1.8,1.62,,,,,
2018-09-13,0.57,0.82,1.38,1.79,1.78,1.75,,,,,
2018-09-20,0.82,1.26,1.51,1.92,1.98,1.09,,,,,
2018-09-25,1.03,1.07,1.12,1.1,1.17,1.18,,,,,
2018-10-03,0.81,0.91,1.0,1.04,1.04,1.14,,,,,
2018-10-10,0.87,0.96,1.26,1.34,0.93,0.74,,,,,
2018-10-17,0.39,0.49,0.6,0.82,1.09,1.42,,,,,
2018-10-24,0.29,0.48,0.47,0.52,1.01,1.22,,,,,
2018-10-31,0.56,0.66,0.96,1.28,1.77,2.04,,,,,
2018-11-07,1.02,1.16,1.46,1.79,2.0,2.03,,,,,
2018-11-21,1.77,1.76,1.74,1.65,1.4,1.11,,,,,
2018-11-28,1.07,1.2,1.4,1.67,1.97,2.1,,,,,
2018-12-04,0.87,0.78,0.91,1.17,1.45,1.68,,,,,
2018-12-11,1.8,2.13,2.45,2.72,2.81,2.9,,,,,
2018-12-19,0.46,0.55,0.8,0.95,1.03,1.09,,,,,
2018-12-26,0.34,0.42,0.46,0.46,0.45,0.48,,,,,
2019-01-03,1.05,1.06,1.05,1.02,0.96,0.9,,,,,
2019-01-09,0.36,0.38,0.43,0.52,0.58,0.57,,,,,
2019-01-17,0.29,0.35,0.44,0.54,0.63,0.65,,,,,
2019-01-25,0.18,0.2,0.23,0.3,0.35,0.38,,,,,
2019-02-06,0.46,0.43,0.44,0.48,0.46,0.36,,,,,
2019-02-12,0.35,0.39,0.46,0.54,0.63,0.48,,,,,
2019-02-20,0.04,0.07,0.1,0.13,0.18,0.24,,,,,
2019-02-26,0.15,0.17,0.22,0.27,0.31,0.32,,,,,
2019-03-05,0.28,0.31,0.42,0.48,0.52,0.55,,,,,
2019-03-12,0.24,0.3,0.36,0.43,0.39,0.42,,,,,
2019-03-28,0.12,0.12,0.11,0.13,0.21,0.28,,,,,
2019-04-02,0.37,0.37,0.37,0.37,0.41,0.41,,,,,
2019-04-15,0.13,0.16,0.22,0.34,0.47,0.45,,,,,
2019-04-24,0.44,0.4,0.49,0.66,0.84,1.27,,,,,
2019-04-30,0.86,1.1,1.38,1.64,1.95,2.26,,,,,
2019-05-08,0.67,1.05,1.38,1.5,1.5,1.06,,,,,
2019-05-15,0.67,0.99,1.17,1.77,2.47,2.82,,,,,
2019-05-21,1.83,2.21,2.5,2.9,3.25,2.68,,,,,
2019-05-29,2.23,2.83,2.92,3.35,3.65,3.84,,,,,
2019-06-04,2.49,3.44,4.63,5.15,4.85,4.52,,,,,
2019-06-18,2.13,2.29,2.52,3.01,3.4,3.83,,,,,
2019-06-25,2.13,3.06,3.96,4.14,3.84,3.78,,,,,
2019-07-04,1.33,1.64,1.96,2.37,2.59,2.66,,,,,
2019-07-11,1.04,1.47,1.74,1.88,2.0,2.07,2.11,,,,
2019-07-19,1.54,1.85,2.32,2.62,2.68,2.77,,,,,
2019-07-26,0.94,1.25,1.55,1.61,1.73,1.93,,,,,
2019-07-30,1.84,2.68,3.22,3.6,3.86,3.57,,,,,
2019-08-06,1.21,1.7,2.25,2.85,3.31,3.03,,,,,
2019-08-14,2.05,2.79,3.76,4.29,4.78,4.86,,,,,
2019-08-22,2.87,3.59,4.3,4.67,4.82,4.83,,,,,
2019-08-29,2.91,4.04,4.63,4.8,4.86,,,,,,
2019-09-04,2.57,3.44,5.09,,,,,3.21,3.4,3.58,3.62
2019-09-10,1.23,4.42,6.4,6.95,6.7,6.75,,,,,
2019-09-17,21.26,14.06,12.25,11.57,11.53,12.29,,,,,
2019-09-18,27.57,25.93,15.64,8.01,8.31,9.44,,,,,
2019-09-19,28.04,26.2,12.34,5.2,3.81,5.52,,,,,
2019-09-26,2.5,2.68,2.87,2.87,1.13,0.97,,,,,
2019-10-03,5.29,5.11,5.33,5.27,5.0,4.39,,,,,
2019-10-15,4.31,5.37,5.33,5.59,5.75,4.22,3.07,,,,
2019-10-16,5.51,5.8,6.06,6.07,5.98,4.93,3.65,,,,
2019-10-25,13.19,16.33,16.59,16.1,15.7,15.61,15.31,,,,
2019-11-04,13.95,18.88,22.77,23.3,23.42,23.36,23.4,,,,
2019-11-07,18.01,19.12,21.94,22.51,22.62,22.76,22.68,,,,
2019-11-14,11.26,12.11,12.13,12.12,12.05,12.16,12.42,,,,
2019-11-21,13.07,15.13,17.5,18.63,19.48,19.61,,,,,
2019-11-27,5.63,10.55,13.4,13.49,13.35,12.35,12.25,,,,
2019-12-05,6.92,10.72,13.06,12.8,12.53,12.08,11.64,,,,
2019-12-11,6.78,6.66,9.01,12.82,13.42,13.67,,,,,
2019-12-16,3.5,3.59,4.79,6.96,8.23,8.61,10.2,,,,
2019-12-26,5.95,8.27,9.95,10.15,10.11,9.98,11.45,,,,
2020-01-03,2.25,2.96,4.3,4.64,4.82,4.84,,,,,
2020-01-08,1.57,2.34,3.08,3.75,3.89,3.93,,,,,
2020-01-17,2.08,2.79,3.65,4.02,4.16,4.14,,,,,
2020-01-23,8.63,10.1,10.01,10.08,9.86,9.81,,,,,
2020-01-29,4.12,7.51,11.34,13.32,13.6,12.6,11.57,,,,
2020-02-04,1.16,1.19,1.64,2.43,3.05,3.31,3.43,,,,
2020-02-11,1.6,2.32,3.44,4.14,4.3,4.46,,,,,
2020-02-20,3.32,4.08,5.57,6.7,6.87,6.66,4.46,,,,
2020-02-25,3.36,5.54,6.74,7.75,8.31,8.84,,,,,
2020-03-05,6.76,12.43,17.55,19.36,19.38,18.76,,,,,
2020-03-11,3.87,7.41,11.37,13.24,13.58,13.51,,,,,
2020-03-17,4.59,5.43,8.11,8.91,9.08,9.0,,,,,
2020-03-27,12.01,12.89,12.83,12.47,12.45,12.41,,,,,
2020-04-01,1.81,3.66,6.07,6.74,7.16,6.63,,,,,
2020-04-07,2.98,3.27,5.06,6.67,7.65,8.81,,,,,
2020-04-14,4.38,5.88,7.97,8.87,9.16,8.24,,,,,
2020-04-21,2.7,4.21,5.83,6.43,6.26,6.29,,,,,
2020-05-13,0.7,0.88,1.16,1.48,1.68,1.76,,,,,
2020-05-20,2.2,3.28,4.74,4.85,3.75,2.12,,,,,
2020-06-01,1.04,1.52,2.53,4.64,5.37,3.58,,,,,
2020-06-15,0.99,1.37,1.78,2.02,2.06,1.96,,,,,
2020-06-26,0.84,0.68,1.3,1.77,2.24,2.23,,,,,
2020-07-02,0.54,0.81,0.97,1.2,1.44,1.41,,,,,
2020-07-07,0.61,0.94,1.12,1.37,1.47,1.3,1.21,,,,
2020-07-17,0.75,0.85,1.05,1.15,1.13,1.18,1.08,,,,
2020-07-23,0.73,0.96,1.31,1.62,1.58,1.68,1.65,,,,
2020-07-28,1.66,1.66,2.0,2.24,2.57,2.59,2.86,,,,
2020-08-04,0.75,1.01,1.08,1.15,1.25,1.23,1.47,,,,
2020-08-13,0.43,0.84,0.85,0.94,1.0,1.02,0.96,,,,
2020-08-19,0.68,0.79,1.04,1.15,1.19,1.17,1.24,,,,
2020-08-26,0.65,0.93,1.14,1.45,1.08,0.84,1.06,,,,
2020-09-03,0.71,0.99,1.24,1.44,1.61,1.29,1.57,,,,
2020-09-10,0.13,0.15,0.19,0.2,0.16,0.16,0.15,,,,
2020-09-16,0.73,1.07,1.3,1.45,1.48,1.53,1.58,,,,
2020-09-24,0.52,0.72,0.79,0.81,0.81,0.79,0.77,,,,
2020-09-30,0.94,1.03,1.22,1.28,1.35,1.34,1.11,,,,
2020-10-08,0.59,0.66,0.8,0.93,0.99,0.89,0.8,,,,
2020-10-14,0.45,0.63,0.71,0.73,0.73,0.73,0.68,,,,
2020-10-22,1.55,2.3,2.79,2.42,1.84,1.47,1.4,,,,
2020-10-29,1.0,1.15,1.16,0.9,0.98,1.08,1.18,,,,
2020-11-04,0.79,1.17,1.43,1.83,1.54,1.4,1.26,,,,
2020-11-12,1.12,1.67,2.3,2.6,2.02,1.9,1.69,,,,
2020-11-18,0.84,0.99,1.15,1.24,1.27,1.28,1.23,,,,
2020-11-25,0.9,1.32,2.01,2.61,2.77,2.91,2.92,,,,
2020-12-03,0.68,0.72,0.86,1.03,1.13,1.19,1.16,,,,
2020-12-10,1.34,2.02,2.1,2.08,2.11,2.12,2.1,,,,
2020-12-15,1.17,1.25,1.43,1.75,2.13,2.28,2.36,,,,
2020-12-21,1.07,1.23,1.44,1.6,1.99,2.11,2.26,,,,
2020-12-29,1.04,0.97,1.22,1.38,1.62,1.82,2.0,,,,
